应付金额,实际金额,商品,支付时间,地点
4.9,4.9,优益C活菌型乳酸菌饮品,2017/1/3 16:22,E
1.5,1.5,香豆干,2017/1/3 16:24,E
3.0,3.0,250ml维他原味豆奶,2017/1/3 17:49,E
3.5,3.5,维他奶（巧克力味）,2017/1/3 18:44,E
3.5,3.5,维他原味豆奶,2017/1/3 20:49,E
6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/1/3 22:06,E
112.5,112.5,100g*5瓶益力多,2017/1/4 0:42,E
4.0,4.0,银鹭八宝粥,2017/1/4 0:43,E
8.0,8.0,250ml维他椰子植物蛋白饮料,2017/1/4 3:04,E
3.0,3.0,250ml维他柠檬茶,2017/1/4 8:59,E
6.0,6.0,红牛,2017/1/4 8:59,E
3.0,3.0,250ml维他柠檬茶,2017/1/4 12:13,E
4.0,4.0,上好佳田园薯片,2017/1/4 21:09,E
6.0,6.0,600ml可口可乐,2017/1/4 21:38,E
10.0,10.0,30g无穷农场盐_鸡蛋,2017/1/4 23:37,E
4.5,4.5,80g香飘飘椰果奶茶原味,2017/1/5 0:33,E
2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/5 1:25,E
5.0,5.0,600ml脉动青柠,2017/1/5 12:08,E
5.5,5.5,86g合味道海鲜风味,2017/1/5 12:27,E
5.5,5.5,430g泰奇八宝粥,2017/1/5 15:30,E
2.0,2.0,双汇玉米热狗肠,2017/1/5 15:32,E
1.5,1.5,香豆干,2017/1/5 15:51,E
1.5,1.5,鸭翅,2017/1/5 16:20,E
5.0,5.0,500ml统一阿萨姆奶茶,2017/1/5 17:03,E
3.5,3.5,34g公仔迷你杯牛肉味,2017/1/6 1:04,E
11.0,11.0,100g*5瓶益力多,2017/1/7 13:02,E
3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/1/7 13:52,E
3.0,3.0,250ml维他奶低糖原味,2017/1/7 14:15,E
5.0,5.0,480ml小茗同学冷泡青柠红茶,2017/1/8 11:55,E
3.5,3.5,维他奶（巧克力味）,2017/1/8 12:08,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/8 12:26,E
4.0,4.0,阿萨姆奶茶,2017/1/8 20:00,E
3.5,3.5,东鹏特饮,2017/1/8 20:03,E
4.0,4.0,阿萨姆奶茶,2017/1/8 20:05,E
4.0,4.0,阿萨姆奶茶,2017/1/8 20:06,E
3.0,3.0,可口可乐330ml,2017/1/8 20:10,E
3.0,3.0,雪碧最新款,2017/1/8 20:12,E
6.0,6.0,红牛,2017/1/8 20:25,E
2.0,2.0,怡宝纯净水,2017/1/8 20:32,E
3.0,3.0,250ml维他原味豆奶,2017/1/8 20:37,E
4.0,4.0,阿萨姆奶茶,2017/1/8 20:37,E
10.0,10.0,口味王槟榔（绿）,2017/1/8 20:38,E
3.0,3.0,雪碧最新款,2017/1/8 20:56,E
6.0,6.0,250ml维他柠檬茶,2017/1/8 21:12,E
4.5,4.5,250ml燕塘红枣牛奶,2017/1/8 21:15,E
3.0,3.0,统一冰红茶,2017/1/8 21:16,E
3.0,3.0,统一冰红茶,2017/1/8 21:17,E
3.0,3.0,雪碧最新款,2017/1/8 21:25,E
3.0,3.0,熊字饼,2017/1/8 21:27,E
13.0,13.0,250ml红牛,2017/1/8 21:45,E
3.0,3.0,熊字饼,2017/1/8 21:46,E
3.5,3.5,250ML东鹏特饮,2017/1/8 21:54,E
3.5,3.5,雪碧最新款,2017/1/8 21:56,E
4.0,4.0,冰糖雪梨,2017/1/8 21:57,E
9.0,9.0,250ml燕塘红枣牛奶,2017/1/8 22:48,E
0.8,0.8,20g咪咪虾条马来西亚风味,2017/1/8 22:50,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/8 22:54,E
2.0,2.0,145ml旺仔牛奶盒装,2017/1/8 23:13,E
25.0,25.0,芙蓉王,2017/1/8 23:26,E
2.5,2.5,250ml维他原味豆奶,2017/1/8 23:32,E
4.5,4.5,250ml燕塘原味酸奶,2017/1/8 23:33,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/9 0:04,E
3.0,3.0,熊字饼,2017/1/9 0:05,E
3.5,3.5,250ml燕塘红枣牛奶,2017/1/9 0:17,E
4.0,4.0,阿萨姆奶茶,2017/1/9 2:43,E
3.5,3.5,250ml燕塘红枣牛奶,2017/1/9 3:09,E
3.0,3.0,可口可乐最新款,2017/1/9 3:10,E
3.5,3.5,维他奶（巧克力味）,2017/1/9 3:10,E
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/1/9 3:24,E
5.0,5.0,250ml维他原味豆奶,2017/1/9 5:16,E
2.0,2.0,145ml旺仔牛奶盒装,2017/1/9 7:20,E
26.0,26.0,250ml红牛,2017/1/9 7:21,E
6.0,6.0,250ml维他柠檬茶,2017/1/9 7:35,E
3.5,3.5,250ml维他柠檬茶,2017/1/9 7:40,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/9 7:48,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/9 7:57,E
3.0,3.0,150g健能酸奶原味,2017/1/9 8:19,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/9 8:41,E
6.0,6.0,250ml维他柠檬茶,2017/1/9 8:56,E
3.0,3.0,250ml维他柠檬茶,2017/1/9 9:18,E
5.0,5.0,220g宝丰龙龟苓膏,2017/1/9 9:27,E
3.5,3.5,统一冰红茶,2017/1/9 9:36,E
4.0,4.0,250ml燕塘甜牛奶,2017/1/9 9:47,E
3.0,3.0,250ml维他原味豆奶,2017/1/9 10:10,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/9 10:16,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 10:19,E
3.0,3.0,冰糖雪梨,2017/1/9 10:29,E
4.0,4.0,145ml旺仔牛奶盒装,2017/1/9 11:16,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/9 11:24,E
6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 11:25,E
3.0,3.0,统一冰红茶,2017/1/9 12:00,E
3.5,3.5,东鹏特饮,2017/1/9 12:02,E
3.0,3.0,维他奶,2017/1/9 12:03,E
3.0,3.0,熊字饼,2017/1/9 12:09,E
2.0,2.0,鸭翅,2017/1/9 12:11,E
2.0,2.0,香脆肠,2017/1/9 12:15,E
6.5,6.5,250ml红牛,2017/1/9 12:30,E
3.5,3.5,250ml维他原味豆奶,2017/1/9 13:13,E
3.0,3.0,统一绿茶,2017/1/9 13:22,E
6.5,6.5,148g富甲一方紫薯仔,2017/1/9 13:29,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/9 13:34,E
4.0,4.0,营养快线,2017/1/9 13:36,E
2.5,2.5,250ml维他原味豆奶,2017/1/9 13:44,E
12.5,12.5,250ml维他柠檬茶,2017/1/9 14:05,E
2.0,2.0,怡宝纯净水,2017/1/9 14:14,E
3.5,3.5,王老吉（罐）,2017/1/9 14:55,E
4.5,4.5,180ml雀巢咖啡罐装,2017/1/9 15:14,E
2.0,2.0,145ml旺仔牛奶盒装,2017/1/9 15:16,E
2.5,2.5,250ml维他柠檬茶,2017/1/9 15:47,E
1.6,1.6,20g咪咪虾条马来西亚风味,2017/1/9 16:13,E
7.0,7.0,250ml燕塘甜牛奶,2017/1/9 16:18,E
3.0,3.0,250ml维他奶巧克力味,2017/1/9 16:27,E
3.0,3.0,250ml维他原味豆奶,2017/1/9 16:37,E
3.0,3.0,可口可乐330ml,2017/1/9 16:52,E
8.0,8.0,160g盼盼手撕面包,2017/1/9 17:15,E
4.0,4.0,阿萨姆奶茶,2017/1/9 17:16,E
3.0,3.0,250ml维他柠檬茶,2017/1/9 17:25,E
13.0,13.0,148g富甲一方紫薯仔,2017/1/9 17:28,E
13.0,13.0,250ml红牛,2017/1/9 17:31,E
10.0,10.0,205g伊利安慕希原味,2017/1/9 17:32,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/9 17:37,E
4.0,4.0,营养快线,2017/1/9 17:41,E
1.6,1.6,20g咪咪虾条马来西亚风味,2017/1/9 18:15,E
3.5,3.5,250ml维他奶巧克力味,2017/1/9 18:25,E
6.5,6.5,250ml红牛,2017/1/9 18:28,E
2.0,2.0,怡宝纯净水,2017/1/9 18:39,E
2.0,2.0,145ml旺仔牛奶盒装,2017/1/9 18:59,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/9 19:03,E
3.0,3.0,雪碧（500ml）,2017/1/9 20:51,E
10.0,10.0,口味王槟榔（绿）,2017/1/9 20:57,E
3.5,3.5,东鹏特饮,2017/1/9 21:01,E
2.0,2.0,凤爪,2017/1/9 21:02,E
3.5,3.5,雪碧最新款,2017/1/9 21:03,E
4.0,4.0,营养快线,2017/1/9 21:04,E
1.0,1.0,咪咪,2017/1/9 21:08,E
3.0,3.0,统一冰红茶,2017/1/9 21:10,E
3.5,3.5,可乐可乐,2017/1/9 21:12,E
3.0,3.0,熊字饼,2017/1/9 21:12,E
3.0,3.0,250ml维他奶低糖原味,2017/1/9 21:17,E
2.0,2.0,怡宝纯净水,2017/1/9 21:18,E
12.5,12.5,100g*5瓶益力多,2017/1/9 21:22,E
4.0,4.0,阿萨姆奶茶,2017/1/9 21:22,E
4.5,4.5,250ml燕塘原味酸奶,2017/1/9 21:54,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/9 21:56,E
3.0,3.0,统一冰红茶,2017/1/9 21:59,E
0.8,0.8,20g咪咪虾条马来西亚风味,2017/1/9 22:07,E
6.0,6.0,160g盼盼手撕面包,2017/1/9 22:11,E
1.6,1.6,2g韩国海牌海苔,2017/1/9 22:16,E
6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/1/9 22:20,E
7.5,7.5,225g味之不规则饼干芝士味,2017/1/9 22:34,E
7.0,7.0,70g乖媳妇野山泡椒凤爪,2017/1/9 22:42,E
3.0,3.0,统一冰红茶,2017/1/9 22:42,E
7.0,7.0,250ml维他原味豆奶,2017/1/9 22:46,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/9 23:11,E
3.5,3.5,250ml燕塘甜牛奶,2017/1/9 23:12,E
2.0,2.0,怡宝纯净水,2017/1/9 23:12,E
4.0,4.0,阿萨姆奶茶,2017/1/9 23:53,E
3.5,3.5,85g新麦潮手撕面包（提子味）,2017/1/9 23:55,E
4.5,4.5,脉动,2017/1/9 23:55,E
2.0,2.0,怡宝纯净水,2017/1/9 23:56,E
3.5,3.5,250ml燕塘甜牛奶,2017/1/9 23:58,E
6.5,6.5,148g富甲一方紫薯仔,2017/1/10 0:06,E
3.5,3.5,东鹏特饮,2017/1/10 0:16,E
2.5,2.5,145ml旺仔牛奶盒装,2017/1/10 0:17,E
6.5,6.5,250ml红牛,2017/1/10 0:21,E
6.0,6.0,268ml雀巢咖啡丝滑拿铁,2017/1/10 0:26,E
4.0,4.0,银鹭八宝粥,2017/1/10 0:37,E
3.5,3.5,冰糖雪梨,2017/1/10 1:05,E
3.5,3.5,250ml燕塘红枣牛奶,2017/1/10 1:42,E
4.5,4.5,250ml燕塘红枣牛奶,2017/1/10 5:53,E
10.0,10.0,225g味之不规则饼干芝士味,2017/1/10 5:58,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/10 6:08,E
6.5,6.5,250ml红牛,2017/1/10 7:26,E
0.8,0.8,20g马来西亚风味咪咪蟹味粒0219,2017/1/10 7:54,E
2.4,2.4,20g咪咪虾条马来西亚风味,2017/1/10 7:59,E
4.5,4.5,250ml燕塘原味酸奶,2017/1/10 8:00,E
3.0,3.0,250ml维他柠檬茶,2017/1/10 8:05,E
2.5,2.5,250ml维他原味豆奶,2017/1/10 8:14,E
3.5,3.5,250ml燕塘甜牛奶,2017/1/10 8:49,E
2.5,2.5,250ml维他原味豆奶,2017/1/10 8:54,E
4.5,4.5,250ml燕塘原味酸奶,2017/1/10 9:32,E
5.0,5.0,145ml旺仔牛奶盒装,2017/1/10 9:48,E
3.0,3.0,250ml维他原味豆奶,2017/1/10 11:08,E
2.5,2.5,250ml维他柠檬茶,2017/1/10 11:25,E
5.8,5.8,205ml安慕希蓝莓味,2017/1/10 11:43,E
2.4,2.4,20g咪咪虾条马来西亚风味,2017/1/10 11:49,E
3.0,3.0,250ml维他奶低糖原味,2017/1/10 12:03,E
12.5,12.5,100g*5瓶益力多,2017/1/10 12:14,E
2.5,2.5,145ml旺仔牛奶盒装,2017/1/10 12:15,E
4.5,4.5,250ml燕塘红枣牛奶,2017/1/10 12:18,E
4.5,4.5,250ml燕塘红枣牛奶,2017/1/10 12:22,E
2.0,2.0,145ml旺仔牛奶盒装,2017/1/10 12:23,E
3.0,3.0,250ml维他原味豆奶,2017/1/10 12:48,E
3.0,3.0,250ml维他奶低糖原味,2017/1/10 13:07,E
7.5,7.5,268ml雀巢咖啡丝滑拿铁,2017/1/10 14:28,E
6.0,6.0,145ml旺仔牛奶盒装,2017/1/10 14:40,E
1.0,1.0,小鱼仔,2017/1/10 14:50,E
3.0,3.0,250ml维他奶巧克力味,2017/1/10 14:54,E
3.5,3.5,东鹏特饮,2017/1/10 15:09,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/10 15:16,E
3.0,3.0,果粒橙,2017/1/10 15:24,E
3.0,3.0,145ml旺仔牛奶罐装,2017/1/10 18:04,E
6.0,6.0,145g果王迷你山楂包装,2017/1/10 18:53,E
4.5,4.5,脉动,2017/1/10 19:10,E
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 19:19,E
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/10 19:25,E
4.0,4.0,珠江纯生啤酒,2017/1/10 19:56,E
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 20:26,E
3.5,3.5,统一绿茶,2017/1/10 20:29,E
3.0,3.0,伊利纯牛奶,2017/1/10 20:33,E
4.5,4.5,银鹭八宝粥,2017/1/10 21:10,E
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 21:52,E
4.0,4.0,银鹭八宝粥,2017/1/10 22:12,E
4.0,4.0,银鹭八宝粥,2017/1/10 22:23,E
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 22:43,E
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/10 23:26,E
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/11 0:22,E
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/11 1:28,E
2.5,2.5,13g无穷烤鸡小腿蜂蜜味,2017/1/11 2:45,E
3.0,3.0,600ml可口可乐,2017/1/11 12:48,E
3.0,3.0,卫龙大面筋,2017/1/11 22:17,E
3.5,3.5,统一绿茶,2017/1/12 14:52,E
4.0,4.0,阿萨姆奶茶,2017/1/12 22:17,E
4.0,4.0,东鹏特饮,2017/1/13 22:18,E
6.0,6.0,370g泰奇八宝粥,2017/1/14 17:35,E
2.0,2.0,怡宝,2017/1/14 22:18,E
5.4,5.4,32g卫龙亲嘴烧,2017/1/15 14:21,E
5.4,5.4,32g卫龙亲嘴烧,2017/1/15 15:20,E
3.0,3.0,250ml维他柠檬茶,2017/1/16 12:17,E
6.0,6.0,80g四洲粟一烧烧烤味,2017/1/16 17:33,E
3.5,3.5,250ml燕塘甜牛奶,2017/1/16 17:45,E
3.5,3.5,雪碧最新款,2017/1/16 17:45,E
3.5,3.5,雪碧最新款,2017/1/16 17:46,E
6.0,6.0,86g合味道海鲜风味,2017/1/16 17:47,E
3.5,3.5,王老吉（罐）,2017/1/16 17:47,E
3.5,3.5,统一绿茶,2017/1/16 17:48,E
3.5,3.5,王老吉（罐）,2017/1/16 18:01,E
3.0,3.0,70g乖媳妇野山泡椒凤爪,2017/1/16 18:02,E
3.5,3.5,芬达330ml,2017/1/16 22:36,E
1.2,1.2,10g卫龙亲嘴烧香辣味,2017/1/17 0:51,E
1.0,1.0,10g卫龙亲嘴烧香辣味,2017/1/17 10:21,E
3.5,3.5,250ml燕塘原味酸奶,2017/1/17 10:38,E
2.4,2.4,咪咪虾条马来西亚风味,2017/1/20 12:29,E
4.0,4.0,熊字饼,2017/1/21 15:01,E
2.0,2.0,鸭翅,2017/1/21 15:50,E
4.0,4.0,王老吉（罐）,2017/1/21 18:25,E
3.0,3.0,无穷烤鸡小腿（蜂蜜）,2017/1/21 18:26,E
2.0,2.0,怡宝纯净水,2017/1/22 18:15,E
1.5,1.5,小鱼仔,2017/1/22 19:57,E
3.5,3.5,250ml燕塘红枣牛奶,2017/1/22 19:58,E
5.0,5.0,无穷农场盐_鸡蛋,2017/1/25 14:03,E
22.0,22.0,250ml红牛,2017/1/25 15:41,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/26 8:52,E
5.0,5.0,顺宝九制梅,2017/1/26 13:27,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/26 14:03,E
1.0,1.0,香豆干,2017/1/26 16:35,E
5.0,5.0,250ml维他原味豆奶,2017/1/27 16:15,E
5.0,5.0,600ml脉动青柠,2017/1/28 9:11,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/28 10:55,E
5.0,5.0,600ml脉动青柠,2017/1/28 12:02,E
1.8,1.8,32g卫龙亲嘴烧,2017/1/28 18:18,E
5.0,5.0,脉动（青柠）,2017/1/28 18:43,E
3.0,3.0,伊利优酸乳,2017/1/28 23:51,E
3.5,3.5,丽芝士纳宝帝奶酪威化饼干,2017/1/29 0:10,E
3.5,3.5,34g公仔迷你杯风味排骨味,2017/1/29 6:59,E
5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/1/29 9:50,E
3.0,3.0,怡宝纯净水,2017/1/29 11:14,E
14.0,14.0,68g好丽友巧克力派2枚,2017/1/29 11:15,E
3.0,3.0,怡宝纯净水,2017/1/29 11:15,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/29 14:58,E
2.5,2.5,无穷农场盐_鸡蛋,2017/1/29 15:33,E
5.0,5.0,145ml旺仔牛奶盒装,2017/1/29 19:45,E
4.0,4.0,85g统一老坛酸菜牛肉面,2017/1/29 19:53,E
3.5,3.5,维他柠檬茶,2017/1/29 22:47,E
9.0,9.0,50g马赛克手撕鱿鱼条,2017/1/29 23:22,E
5.5,5.5,330ml伊利畅意乳酸菌原味,2017/1/29 23:23,E
3.5,3.5,250ml燕塘红枣牛奶,2017/1/30 0:03,E
3.0,3.0,印尼芝士威化饼干,2017/1/30 0:17,E
1.0,1.0,香豆干,2017/1/30 8:11,E
5.0,5.0,30g无穷农场盐_鸡蛋,2017/1/30 8:36,E
5.0,5.0,30g无穷农场盐_鸡蛋,2017/1/30 11:53,E
4.5,4.5,250ml燕塘甜牛奶,2017/1/30 12:02,E
3.0,3.0,伊利优酸乳,2017/1/30 12:04,E
3.5,3.5,东鹏特饮,2017/1/30 12:10,E
3.5,3.5,250ml燕塘甜牛奶,2017/1/30 12:14,E
5.0,5.0,500ml统一阿萨姆奶茶,2017/1/30 12:19,E
4.0,4.0,营养快线,2017/1/30 12:22,E
2.5,2.5,250ml统一麦香奶茶,2017/1/30 12:23,E
5.0,5.0,85g统一老坛酸菜牛肉面,2017/1/30 12:41,E
3.0,3.0,13g无穷烤鸡小腿蜂蜜味,2017/1/30 13:48,E
3.0,3.0,卫龙大面筋,2017/1/30 14:14,E
1.0,1.0,小鱼仔,2017/1/30 14:23,E
5.0,5.0,脉动（青柠）,2017/1/30 16:06,E
3.0,3.0,450ml美汁源果粒橙,2017/1/30 16:28,E
3.0,3.0,怡宝纯净水,2017/1/30 16:28,E
4.0,4.0,东鹏特饮,2017/1/30 16:44,E
4.0,4.0,500ml统一阿萨姆奶茶,2017/1/30 18:06,E
5.0,5.0,20g咪咪虾条马来西亚风味,2017/1/30 18:09,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/30 18:23,E
5.0,5.0,250ml维他柠檬茶,2017/1/30 19:11,E
5.0,5.0,250ml维他奶巧克力味,2017/1/30 19:12,E
2.5,2.5,30g无穷农场盐_鸡蛋,2017/1/30 19:32,E
5.0,5.0,268ml雀巢咖啡丝滑拿铁,2017/1/30 20:00,E
6.0,6.0,40g双汇玉米热狗肠,2017/1/30 20:35,E
5.0,5.0,150g洽洽原香瓜子,2017/1/30 20:36,E
5.0,5.0,110g顺宝九制话梅,2017/1/30 20:55,E
5.0,5.0,110g顺宝九制话梅,2017/1/30 21:06,E
5.0,5.0,13g无穷烤鸡小腿蜂蜜味,2017/1/30 21:41,E
5.0,5.0,600ml脉动青柠,2017/1/30 21:42,E
5.5,5.5,268ml雀巢咖啡丝滑拿铁,2017/1/30 23:52,E
4.0,4.0,脉动,2017/1/31 14:15,E
3.5,3.5,雪碧最新款,2017/1/31 14:17,E
3.5,3.5,统一绿茶,2017/1/31 14:19,E
3.5,3.5,雪碧最新款,2017/1/31 14:53,E
3.0,3.0,芬达330ml,2017/1/31 15:01,E
4.0,4.0,阿萨姆奶茶,2017/1/31 15:33,E
2.0,2.0,鸭翅,2017/1/31 15:50,E
3.5,3.5,东鹏特饮,2017/1/31 17:40,E
3.5,3.5,雪碧（500ml）,2017/1/31 18:30,E
3.5,3.5,统一绿茶,2017/1/31 18:36,E
3.5,3.5,统一绿茶,2017/1/31 19:41,E
3.5,3.5,冰糖雪梨,2017/1/31 20:04,E
3.5,3.5,统一冰红茶,2017/1/31 20:32,E
3.0,3.0,统一冰红茶,2017/1/31 20:45,E
10.0,10.0,口味王槟榔（绿）,2017/1/31 21:30,E
3.0,3.0,统一绿茶,2017/1/31 23:11,E
3.0,3.0,熊字饼,2017/2/1 0:13,E
3.5,3.5,可口可乐最新款,2017/2/1 10:02,E
3.5,3.5,可口可乐最新款,2017/2/1 11:52,E
3.0,3.0,怡宝,2017/2/1 12:07,E
3.5,3.5,冰糖雪梨,2017/2/1 12:29,E
3.5,3.5,熊字饼,2017/2/1 12:32,E
3.5,3.5,500ml加多宝,2017/2/1 12:33,E
3.0,3.0,统一冰红茶,2017/2/1 12:33,E
4.5,4.5,脉动,2017/2/1 12:37,E
3.5,3.5,芬达330ml,2017/2/1 13:57,E
3.5,3.5,统一绿茶,2017/2/1 14:01,E
3.5,3.5,冰糖雪梨,2017/2/1 14:07,E
1.0,1.0,香豆干,2017/2/1 14:32,E
3.5,3.5,34g公仔迷你杯风味排骨味,2017/2/1 15:01,E
3.0,3.0,怡宝,2017/2/1 15:01,E
3.5,3.5,统一冰红茶,2017/2/1 15:02,E
2.0,2.0,10g卫龙亲嘴烧香辣味,2017/2/1 15:27,E
3.0,3.0,统一冰红茶,2017/2/1 15:27,E
3.5,3.5,统一冰红茶,2017/2/1 15:52,E
4.0,4.0,东鹏特饮,2017/2/1 16:31,E
3.0,3.0,熊字饼,2017/2/1 16:49,E
3.0,3.0,维他奶,2017/2/1 17:12,E
3.5,3.5,果粒橙,2017/2/1 19:11,E
3.0,3.0,熊字饼,2017/2/1 19:42,E
3.0,3.0,可口可乐最新款,2017/2/1 20:18,E
2.5,2.5,怡宝纯净水,2017/2/1 20:55,E
3.5,3.5,果粒橙,2017/2/1 21:02,E
3.5,3.5,果粒橙,2017/2/1 21:05,E
3.5,3.5,统一绿茶,2017/2/1 22:03,E
3.5,3.5,雪碧最新款,2017/2/1 22:38,E
3.5,3.5,维他奶,2017/2/1 22:43,E
3.5,3.5,统一冰红茶,2017/2/2 8:02,E
3.5,3.5,果粒橙,2017/2/2 8:04,E
3.0,3.0,统一冰红茶,2017/2/2 9:10,E
3.0,3.0,卫龙大面筋,2017/2/2 15:11,E
3.5,3.5,统一冰红茶,2017/2/2 15:52,E
3.5,3.5,统一冰红茶,2017/2/2 16:22,E
3.5,3.5,雪碧（500ml）,2017/2/2 16:32,E
4.0,4.0,东鹏特饮,2017/2/2 16:43,E
3.5,3.5,统一冰红茶,2017/2/2 17:18,E
3.5,3.5,统一绿茶,2017/2/2 17:20,E
3.5,3.5,统一绿茶,2017/2/2 19:04,E
3.5,3.5,统一绿茶,2017/2/2 19:07,E
3.0,3.0,卫龙大面筋,2017/2/2 20:14,E
3.5,3.5,250ml燕塘红枣牛奶,2017/2/2 21:37,E
3.5,3.5,东鹏特饮,2017/2/2 21:37,E
3.5,3.5,70g乖媳妇野山泡椒凤爪,2017/2/2 21:44,E
4.0,4.0,营养快线,2017/2/2 21:44,E
3.5,3.5,统一绿茶,2017/2/2 22:40,E
3.0,3.0,芬达330ml,2017/2/2 22:42,E
3.5,3.5,统一绿茶,2017/2/3 8:59,E
3.5,3.5,统一绿茶,2017/2/3 9:01,E
3.5,3.5,维他奶,2017/2/3 9:50,E
3.0,3.0,250ml维他奶巧克力味,2017/2/3 11:41,E
1.0,1.0,香豆干,2017/2/3 11:41,E
4.0,4.0,脉动,2017/2/3 14:15,E
3.5,3.5,250ml燕塘原味酸奶,2017/2/3 16:04,E
10.0,10.0,口味王槟榔（绿）,2017/2/3 16:04,E
3.5,3.5,统一绿茶,2017/2/3 16:24,E
4.0,4.0,果粒橙,2017/2/3 16:31,E
3.5,3.5,果粒橙,2017/2/3 16:44,E
3.5,3.5,78g卫龙亲嘴语辣条,2017/2/3 21:08,E
3.0,3.0,熊字饼,2017/2/3 21:08,E
3.5,3.5,600ml雪碧,2017/2/3 21:37,E
1.0,1.0,香豆干,2017/2/3 21:37,E
3.5,3.5,果粒橙,2017/2/4 8:00,E
1.0,1.0,香豆干,2017/2/4 8:57,E
4.0,4.0,经典奶茶,2017/2/4 8:58,E
4.0,4.0,脉动,2017/2/4 9:00,E
3.0,3.0,果粒橙,2017/2/4 9:04,E
1.5,1.5,鸭翅,2017/2/4 9:27,E
3.0,3.0,伊利优酸乳,2017/2/4 12:07,E
2.5,2.5,怡宝纯净水,2017/2/4 12:12,E
3.5,3.5,熊字饼,2017/2/4 14:15,E
3.5,3.5,冰糖雪梨,2017/2/4 14:54,E
3.5,3.5,雪碧最新款,2017/2/4 14:55,E
